order_item_id,order_id,product_id,quantity,unit_price,discount,final_price,created_at,updated_at
58,20,286,3,31057.2,0.05,88513.02,2026-04-15 11:08:00.324971,2026-06-12 18:55:00.745440
59,21,305,1,40959.1,0.1,36863.19,2025-12-21 16:19:00.856939,2025-12-31 13:39:18.453803
60,21,205,1,53905.03,0.17,44741.17,2025-12-21 16:19:00.856939,2025-12-31 13:39:18.453803
61,21,76,2,58002.15,0.17,96283.57,2025-12-21 16:19:00.856939,2025-12-31 13:39:18.453803
62,21,59,3,23647.94,0.12,62430.56,2025-12-21 16:19:00.856939,2025-12-31 13:39:18.453803
63,21,255,1,22810.12,0.07,21213.41,2025-12-21 16:19:00.856939,2025-12-31 13:39:18.453803
64,22,101,3,31221.11,0.19,75867.3,2025-01-07 11:30:17.439182,2025-06-19 16:41:38.543478
65,22,58,3,19076.07,0.18,46927.13,2025-01-07 11:30:17.439182,2025-06-19 16:41:38.543478
66,23,261,2,12749.99,0.1,22949.98,2024-09-21 06:58:34.701394,2025-02-24 18:30:32.289614
67,23,60,1,23446.74,0.19,18991.86,2024-09-21 06:58:34.701394,2025-02-24 18:30:32.289614
68,23,63,2,51663.37,0.05,98160.4,2024-09-21 06:58:34.701394,2025-02-24 18:30:32.289614
69,23,241,1,4323.54,0.18,3545.3,2024-09-21 06:58:34.701394,2025-02-24 18:30:32.289614
70,23,383,1,58202.49,0.02,57038.44,2024-09-21 06:58:34.701394,2025-02-24 18:30:32.289614
71,24,312,1,1688.1,0.2,1350.48,2024-10-06 18:48:36.887011,2025-04-07 07:53:58.584923
72,24,330,3,2693.75,0.15,6869.06,2024-10-06 18:48:36.887011,2025-04-07 07:53:58.584923
73,24,289,1,27920.18,0.13,24290.56,2024-10-06 18:48:36.887011,2025-04-07 07:53:58.584923
74,24,292,3,40589.44,0.03,118115.27,2024-10-06 18:48:36.887011,2025-04-07 07:53:58.584923
75,25,274,3,42692.73,0.08,117831.93,2025-11-01 08:36:58.373917,2026-02-06 10:48:04.554138
76,25,315,1,40768.05,0.19,33022.12,2025-11-01 08:36:58.373917,2026-02-06 10:48:04.554138
77,25,179,3,12760.21,0.14,32921.34,2025-11-01 08:36:58.373917,2026-02-06 10:48:04.554138
78,25,336,3,45664.51,0.06,128773.92,2025-11-01 08:36:58.373917,2026-02-06 10:48:04.554138
79,25,49,3,17057.91,0.13,44521.15,2025-11-01 08:36:58.373917,2026-02-06 10:48:04.554138
80,26,163,3,57905.98,0.09,158083.33,2025-04-21 09:56:12.103064,2025-07-26 19:14:50.300631
81,26,75,1,44182.92,0.04,42415.6,2025-04-21 09:56:12.103064,2025-07-26 19:14:50.300631
82,26,92,2,24225.41,0.0,48450.82,2025-04-21 09:56:12.103064,2025-07-26 19:14:50.300631
83,26,402,3,54740.1,0.05,156009.28,2025-04-21 09:56:12.103064,2025-07-26 19:14:50.300631
84,27,82,1,4571.82,0.01,4526.1,2025-02-05 00:37:43.296518,2026-06-21 13:34:12.767731
85,27,153,3,31196.46,0.01,92653.49,2025-02-05 00:37:43.296518,2026-06-21 13:34:12.767731
86,28,12,1,45834.94,0.17,38043.0,2025-11-10 09:08:49.141770,2026-04-15 23:46:27.902764
87,29,270,3,406.84,0.05,1159.49,2024-11-27 00:25:20.281168,2026-02-11 11:30:32.916700
88,30,41,1,59278.78,0.11,52758.11,2024-11-21 08:47:44.714774,2025-07-11 06:12:09.132227
89,30,493,3,42349.27,0.19,102908.73,2024-11-21 08:47:44.714774,2025-07-11 06:12:09.132227
90,30,402,3,54740.1,0.12,144513.86,2024-11-21 08:47:44.714774,2025-07-11 06:12:09.132227
91,30,313,1,47003.86,0.16,39483.24,2024-11-21 08:47:44.714774,2025-07-11 06:12:09.132227
92,31,245,1,33104.78,0.02,32442.68,2026-07-17 19:57:00.283749,2026-07-22 17:29:59.361211
93,31,199,3,50452.69,0.09,137735.84,2026-07-17 19:57:00.283749,2026-07-22 17:29:59.361211
94,31,328,2,8395.07,0.08,15446.93,2026-07-17 19:57:00.283749,2026-07-22 17:29:59.361211
95,31,422,3,12263.63,0.01,36422.98,2026-07-17 19:57:00.283749,2026-07-22 17:29:59.361211
96,32,202,1,7879.21,0.08,7248.87,2025-09-04 20:16:38.059128,2026-04-14 09:54:42.916449
97,33,87,1,54784.29,0.05,52045.08,2026-04-01 16:34:37.065046,2026-06-29 18:29:29.058702
98,33,221,1,9402.45,0.11,8368.18,2026-04-01 16:34:37.065046,2026-06-29 18:29:29.058702
99,33,23,1,64997.2,0.08,59797.42,2026-04-01 16:34:37.065046,2026-06-29 18:29:29.058702
100,34,438,2,9987.05,0.05,18975.39,2025-01-08 07:39:45.076560,2025-01-26 09:31:41.109049
101,34,112,1,33848.62,0.09,30802.24,2025-01-08 07:39:45.076560,2025-01-26 09:31:41.109049
102,34,193,3,55595.5,0.02,163450.77,2025-01-08 07:39:45.076560,2025-01-26 09:31:41.109049
103,35,228,1,62881.01,0.19,50933.62,2025-03-12 10:28:23.115992,2025-07-24 07:40:15.950673
104,35,460,1,46490.81,0.03,45096.09,2025-03-12 10:28:23.115992,2025-07-24 07:40:15.950673
105,35,302,2,33590.94,0.1,60463.69,2025-03-12 10:28:23.115992,2025-07-24 07:40:15.950673
106,35,101,2,31221.11,0.18,51202.62,2025-03-12 10:28:23.115992,2025-07-24 07:40:15.950673
107,35,254,1,25655.04,0.08,23602.64,2025-03-12 10:28:23.115992,2025-07-24 07:40:15.950673
108,36,272,2,3043.66,0.19,4930.73,2024-12-26 02:57:05.791166,2026-06-22 13:54:38.048398
109,36,53,2,27741.55,0.06,52154.11,2024-12-26 02:57:05.791166,2026-06-22 13:54:38.048398
110,36,353,3,13965.16,0.19,33935.34,2024-12-26 02:57:05.791166,2026-06-22 13:54:38.048398
111,36,75,3,44182.92,0.13,115317.42,2024-12-26 02:57:05.791166,2026-06-22 13:54:38.048398
112,37,206,1,33724.74,0.04,32375.75,2026-04-26 04:09:29.655089,2026-05-24 14:12:39.281068
113,37,18,1,23351.0,0.19,18914.31,2026-04-26 04:09:29.655089,2026-05-24 14:12:39.281068
114,37,156,3,26486.32,0.15,67540.12,2026-04-26 04:09:29.655089,2026-05-24 14:12:39.281068
115,37,335,1,47414.54,0.15,40302.36,2026-04-26 04:09:29.655089,2026-05-24 14:12:39.281068
116,38,20,1,24680.05,0.12,21718.44,2025-11-15 18:56:15.849806,2026-02-23 08:49:29.498035
117,39,4,3,46950.73,0.03,136626.62,2026-05-24 01:30:39.697757,2026-06-21 16:55:18.352523
118,39,393,3,50563.1,0.02,148655.51,2026-05-24 01:30:39.697757,2026-06-21 16:55:18.352523
119,39,267,1,29444.13,0.01,29149.69,2026-05-24 01:30:39.697757,2026-06-21 16:55:18.352523
120,39,425,1,49492.29,0.14,42563.37,2026-05-24 01:30:39.697757,2026-06-21 16:55:18.352523
121,39,375,1,47521.22,0.08,43719.52,2026-05-24 01:30:39.697757,2026-06-21 16:55:18.352523
122,40,302,1,33590.94,0.12,29560.03,2025-02-03 11:51:12.971630,2025-06-15 22:19:53.461635
123,40,167,1,2119.33,0.12,1865.01,2025-02-03 11:51:12.971630,2025-06-15 22:19:53.461635
124,40,158,2,16908.11,0.13,29420.11,2025-02-03 11:51:12.971630,2025-06-15 22:19:53.461635
125,40,474,3,25589.35,0.1,69091.24,2025-02-03 11:51:12.971630,2025-06-15 22:19:53.461635
126,40,247,2,10229.16,0.04,19639.99,2025-02-03 11:51:12.971630,2025-06-15 22:19:53.461635
127,41,335,1,47414.54,0.05,45043.81,2025-09-08 01:44:18.017198,2025-12-01 06:11:26.338873
128,41,486,1,48006.3,0.13,41765.48,2025-09-08 01:44:18.017198,2025-12-01 06:11:26.338873
129,41,206,2,33724.74,0.09,61379.03,2025-09-08 01:44:18.017198,2025-12-01 06:11:26.338873
130,42,450,1,53302.35,0.09,48505.14,2025-09-25 00:46:57.525566,2026-06-24 11:28:55.781147
131,43,169,1,16678.34,0.01,16511.56,2025-05-12 18:11:58.597964,2025-08-16 23:31:13.150955
132,43,107,1,12772.03,0.1,11494.83,2025-05-12 18:11:58.597964,2025-08-16 23:31:13.150955
133,43,101,1,31221.11,0.19,25289.1,2025-05-12 18:11:58.597964,2025-08-16 23:31:13.150955
134,43,130,1,5109.51,0.18,4189.8,2025-05-12 18:11:58.597964,2025-08-16 23:31:13.150955
135,43,440,2,6478.72,0.06,12179.99,2025-05-12 18:11:58.597964,2025-08-16 23:31:13.150955
136,44,494,3,185.54,0.14,478.69,2026-07-23 16:27:07.796476,2026-07-24 14:26:52.990827
137,44,186,3,23338.23,0.2,56011.75,2026-07-23 16:27:07.796476,2026-07-24 14:26:52.990827
138,44,35,3,28965.85,0.11,77338.82,2026-07-23 16:27:07.796476,2026-07-24 14:26:52.990827
139,44,277,3,30408.59,0.16,76629.65,2026-07-23 16:27:07.796476,2026-07-24 14:26:52.990827
140,45,186,3,23338.23,0.02,68614.4,2024-09-29 09:52:54.639767,2024-10-30 16:48:36.748543
141,45,245,1,33104.78,0.05,31449.54,2024-09-29 09:52:54.639767,2024-10-30 16:48:36.748543
142,45,432,1,6453.76,0.15,5485.7,2024-09-29 09:52:54.639767,2024-10-30 16:48:36.748543
143,46,496,2,43059.53,0.06,80951.92,2024-10-13 02:25:03.318211,2025-11-25 04:21:03.126637
144,46,424,1,38447.62,0.14,33064.95,2024-10-13 02:25:03.318211,2025-11-25 04:21:03.126637
145,47,392,3,23896.52,0.13,62369.92,2026-02-23 14:27:24.784500,2026-04-28 17:17:57.847366
146,47,203,2,23217.63,0.1,41791.73,2026-02-23 14:27:24.784500,2026-04-28 17:17:57.847366
147,48,43,1,48797.52,0.02,47821.57,2024-09-09 09:50:20.103446,2025-05-28 11:10:53.178829
148,48,350,2,39330.74,0.17,65289.03,2024-09-09 09:50:20.103446,2025-05-28 11:10:53.178829
149,48,30,1,26042.77,0.0,26042.77,2024-09-09 09:50:20.103446,2025-05-28 11:10:53.178829
150,49,159,3,27873.24,0.2,66895.78,2026-07-22 15:37:24.840385,2026-07-24 03:36:08.016994
151,49,351,1,13242.65,0.15,11256.25,2026-07-22 15:37:24.840385,2026-07-24 03:36:08.016994
152,50,405,3,20103.38,0.09,54882.23,2026-07-04 08:34:53.995322,2026-07-22 13:01:52.925575
153,50,265,1,10001.34,0.02,9801.31,2026-07-04 08:34:53.995322,2026-07-22 13:01:52.925575
154,50,380,3,33869.34,0.18,83318.58,2026-07-04 08:34:53.995322,2026-07-22 13:01:52.925575
155,50,484,3,35305.16,0.01,104856.33,2026-07-04 08:34:53.995322,2026-07-22 13:01:52.925575
156,50,219,2,35763.31,0.12,62943.43,2026-07-04 08:34:53.995322,2026-07-22 13:01:52.925575
157,51,325,2,29482.82,0.03,57196.67,2024-08-02 09:22:53.156919,2026-01-04 19:39:49.290617
158,51,281,2,48046.86,0.07,89367.16,2024-08-02 09:22:53.156919,2026-01-04 19:39:49.290617
159,52,47,2,13446.05,0.04,25816.42,2025-12-04 23:31:14.287668,2026-04-08 19:52:09.454452
160,53,101,3,31221.11,0.02,91790.06,2025-02-04 21:57:10.154964,2026-01-14 04:39:48.625738
161,53,274,3,42692.73,0.18,105024.12,2025-02-04 21:57:10.154964,2026-01-14 04:39:48.625738
162,54,402,3,54740.1,0.15,139587.25,2024-10-14 11:46:50.984782,2025-07-23 15:36:54.074196
163,54,488,1,49649.42,0.17,41209.02,2024-10-14 11:46:50.984782,2025-07-23 15:36:54.074196
164,54,92,1,24225.41,0.18,19864.84,2024-10-14 11:46:50.984782,2025-07-23 15:36:54.074196
165,54,231,1,45699.42,0.04,43871.44,2024-10-14 11:46:50.984782,2025-07-23 15:36:54.074196
166,55,472,2,19869.45,0.16,33380.68,2025-06-21 10:34:04.435145,2026-07-07 01:18:51.536620
167,55,318,3,29199.05,0.16,73581.61,2025-06-21 10:34:04.435145,2026-07-07 01:18:51.536620
168,55,392,2,23896.52,0.03,46359.25,2025-06-21 10:34:04.435145,2026-07-07 01:18:51.536620
169,56,227,2,18063.9,0.17,29986.07,2026-04-25 19:08:06.028677,2026-05-19 16:23:51.925581
170,57,394,1,39156.11,0.04,37589.87,2025-07-25 16:08:13.629589,2025-09-28 20:19:14.718080
171,57,327,2,23934.89,0.07,44518.9,2025-07-25 16:08:13.629589,2025-09-28 20:19:14.718080
172,57,233,1,55635.83,0.04,53410.4,2025-07-25 16:08:13.629589,2025-09-28 20:19:14.718080
173,57,44,3,12251.95,0.04,35285.62,2025-07-25 16:08:13.629589,2025-09-28 20:19:14.718080
174,58,423,2,55267.74,0.17,91744.45,2026-05-22 15:51:17.584910,2026-07-17 05:17:10.651284
175,58,135,2,42813.12,0.07,79632.4,2026-05-22 15:51:17.584910,2026-07-17 05:17:10.651284
176,58,300,3,17360.82,0.08,47915.86,2026-05-22 15:51:17.584910,2026-07-17 05:17:10.651284
177,59,267,2,29444.13,0.19,47699.49,2025-02-28 00:17:32.988639,2026-01-21 10:56:33.208586
178,59,2,1,6894.63,0.18,5653.6,2025-02-28 00:17:32.988639,2026-01-21 10:56:33.208586
179,59,433,2,5477.89,0.04,10517.55,2025-02-28 00:17:32.988639,2026-01-21 10:56:33.208586
180,59,14,2,56188.59,0.01,111253.41,2025-02-28 00:17:32.988639,2026-01-21 10:56:33.208586
181,59,181,3,9139.94,0.09,24952.04,2025-02-28 00:17:32.988639,2026-01-21 10:56:33.208586
182,60,215,2,57739.94,0.12,101622.29,2025-10-12 20:16:30.388437,2025-11-25 12:02:28.212675
183,60,456,3,28753.28,0.02,84534.64,2025-10-12 20:16:30.388437,2025-11-25 12:02:28.212675
184,60,254,3,25655.04,0.04,73886.52,2025-10-12 20:16:30.388437,2025-11-25 12:02:28.212675
185,61,492,3,36747.84,0.09,100321.6,2026-02-02 00:04:30.030241,2026-05-06 13:48:17.146528
186,62,319,3,14080.47,0.14,36327.61,2026-02-13 18:36:26.457508,2026-05-10 12:55:02.944833
187,62,483,3,21307.68,0.15,54334.58,2026-02-13 18:36:26.457508,2026-05-10 12:55:02.944833
188,62,278,1,4069.44,0.07,3784.58,2026-02-13 18:36:26.457508,2026-05-10 12:55:02.944833
189,62,241,1,4323.54,0.19,3502.07,2026-02-13 18:36:26.457508,2026-05-10 12:55:02.944833
190,62,95,2,35037.25,0.12,61665.56,2026-02-13 18:36:26.457508,2026-05-10 12:55:02.944833
191,63,322,3,28083.83,0.18,69086.22,2024-07-25 10:07:40.350258,2025-03-19 01:49:34.138673
192,64,457,2,22992.24,0.13,40006.5,2024-08-08 05:33:30.835219,2026-06-04 16:49:20.603404
193,64,439,2,62149.9,0.08,114355.82,2024-08-08 05:33:30.835219,2026-06-04 16:49:20.603404
194,64,351,2,13242.65,0.11,23571.92,2024-08-08 05:33:30.835219,2026-06-04 16:49:20.603404
195,64,71,1,31142.62,0.08,28651.21,2024-08-08 05:33:30.835219,2026-06-04 16:49:20.603404
196,64,270,2,406.84,0.14,699.76,2024-08-08 05:33:30.835219,2026-06-04 16:49:20.603404
197,65,149,3,214.25,0.11,572.05,2026-04-27 21:25:54.631781,2026-07-10 13:42:38.154741
198,65,5,2,44618.58,0.11,79421.07,2026-04-27 21:25:54.631781,2026-07-10 13:42:38.154741
199,66,273,2,52311.26,0.06,98345.17,2025-03-06 15:17:30.143205,2025-04-04 22:31:20.291560
200,67,89,3,14830.81,0.12,39153.34,2026-04-27 08:56:40.255095,2026-07-20 18:09:49.153317
201,67,181,2,9139.94,0.09,16634.69,2026-04-27 08:56:40.255095,2026-07-20 18:09:49.153317
202,67,250,2,33977.05,0.14,58440.53,2026-04-27 08:56:40.255095,2026-07-20 18:09:49.153317
203,67,332,3,65470.83,0.09,178735.37,2026-04-27 08:56:40.255095,2026-07-20 18:09:49.153317
204,68,192,3,49650.41,0.02,145972.21,2024-09-25 13:44:12.748789,2025-08-16 04:06:28.457023
205,68,421,3,60326.48,0.13,157452.11,2024-09-25 13:44:12.748789,2025-08-16 04:06:28.457023
206,69,134,2,9144.74,0.02,17923.69,2024-09-13 13:30:08.346404,2026-02-12 17:05:57.136534
207,69,435,1,47679.43,0.13,41481.1,2024-09-13 13:30:08.346404,2026-02-12 17:05:57.136534
208,69,48,1,38007.54,0.16,31926.33,2024-09-13 13:30:08.346404,2026-02-12 17:05:57.136534
209,69,461,1,56053.67,0.0,56053.67,2024-09-13 13:30:08.346404,2026-02-12 17:05:57.136534
210,69,3,1,1849.65,0.2,1479.72,2024-09-13 13:30:08.346404,2026-02-12 17:05:57.136534
211,70,315,1,40768.05,0.09,37098.93,2026-02-04 10:20:35.810703,2026-02-26 09:25:32.839016
212,70,251,3,33334.58,0.12,88003.29,2026-02-04 10:20:35.810703,2026-02-26 09:25:32.839016
213,70,322,3,28083.83,0.14,72456.28,2026-02-04 10:20:35.810703,2026-02-26 09:25:32.839016
214,70,33,2,1999.56,0.08,3679.19,2026-02-04 10:20:35.810703,2026-02-26 09:25:32.839016
215,70,496,1,43059.53,0.13,37461.79,2026-02-04 10:20:35.810703,2026-02-26 09:25:32.839016
216,71,278,1,4069.44,0.16,3418.33,2025-07-07 04:31:27.062228,2026-02-02 22:13:15.704677
217,72,50,1,40004.61,0.16,33603.87,2025-02-03 14:56:50.129023,2026-05-17 23:57:46.552257
218,72,479,3,2013.82,0.1,5437.31,2025-02-03 14:56:50.129023,2026-05-17 23:57:46.552257
219,73,193,3,55595.5,0.05,158447.17,2025-05-30 02:21:10.541006,2025-08-27 08:19:29.926552
220,74,228,2,62881.01,0.03,121989.16,2025-08-22 22:46:54.598892,2026-04-25 14:19:05.241847
221,75,335,3,47414.54,0.11,126596.82,2024-12-18 22:35:08.007016,2025-06-18 20:11:00.497926
222,75,443,3,57518.6,0.12,151849.1,2024-12-18 22:35:08.007016,2025-06-18 20:11:00.497926
223,75,362,2,22686.96,0.12,39929.05,2024-12-18 22:35:08.007016,2025-06-18 20:11:00.497926
224,75,464,3,50436.58,0.18,124073.99,2024-12-18 22:35:08.007016,2025-06-18 20:11:00.497926
225,76,118,3,15028.47,0.09,41027.72,2026-07-21 22:34:57.057435,2026-07-24 05:50:51.318444
226,76,500,1,12985.74,0.15,11037.88,2026-07-21 22:34:57.057435,2026-07-24 05:50:51.318444
227,76,375,2,47521.22,0.09,86488.62,2026-07-21 22:34:57.057435,2026-07-24 05:50:51.318444
228,76,155,1,25931.84,0.17,21523.43,2026-07-21 22:34:57.057435,2026-07-24 05:50:51.318444
229,77,40,3,62753.21,0.1,169433.67,2025-06-10 00:39:43.379336,2026-01-08 11:16:50.547653
230,77,169,1,16678.34,0.05,15844.42,2025-06-10 00:39:43.379336,2026-01-08 11:16:50.547653
231,77,70,1,35953.39,0.14,30919.92,2025-06-10 00:39:43.379336,2026-01-08 11:16:50.547653
232,78,177,2,38953.12,0.07,72452.8,2024-10-21 09:29:20.927814,2025-03-14 16:06:16.874490
233,78,259,3,24052.29,0.02,70713.73,2024-10-21 09:29:20.927814,2025-03-14 16:06:16.874490
234,79,442,1,39519.66,0.08,36358.09,2025-03-28 23:15:19.660198,2026-01-07 10:12:18.707520
235,79,38,1,8195.17,0.14,7047.85,2025-03-28 23:15:19.660198,2026-01-07 10:12:18.707520
236,80,124,2,5925.82,0.08,10903.51,2025-01-09 02:21:45.732522,2025-05-12 22:41:36.999413
237,81,281,2,48046.86,0.08,88406.22,2024-09-14 20:43:06.146025,2025-11-17 03:25:52.290380
238,81,304,1,26124.74,0.17,21683.53,2024-09-14 20:43:06.146025,2025-11-17 03:25:52.290380
239,81,216,2,22471.44,0.18,36853.16,2024-09-14 20:43:06.146025,2025-11-17 03:25:52.290380
240,81,97,3,64113.23,0.19,155795.15,2024-09-14 20:43:06.146025,2025-11-17 03:25:52.290380
241,81,494,1,185.54,0.17,154.0,2024-09-14 20:43:06.146025,2025-11-17 03:25:52.290380
242,82,142,2,6466.88,0.1,11640.38,2025-01-08 05:47:56.862195,2026-06-02 05:06:22.190972
243,82,297,2,41022.53,0.06,77122.36,2025-01-08 05:47:56.862195,2026-06-02 05:06:22.190972
244,82,416,2,59371.15,0.17,98556.11,2025-01-08 05:47:56.862195,2026-06-02 05:06:22.190972
245,82,391,2,67212.22,0.11,119637.75,2025-01-08 05:47:56.862195,2026-06-02 05:06:22.190972
246,82,401,3,24061.54,0.11,64244.31,2025-01-08 05:47:56.862195,2026-06-02 05:06:22.190972
247,83,421,1,60326.48,0.1,54293.83,2026-04-13 22:49:00.764124,2026-04-21 05:10:58.035214
248,83,290,2,58557.3,0.09,106574.29,2026-04-13 22:49:00.764124,2026-04-21 05:10:58.035214
249,83,100,1,25210.85,0.08,23193.98,2026-04-13 22:49:00.764124,2026-04-21 05:10:58.035214
250,83,310,3,40990.3,0.14,105754.97,2026-04-13 22:49:00.764124,2026-04-21 05:10:58.035214
251,83,231,2,45699.42,0.14,78603.0,2026-04-13 22:49:00.764124,2026-04-21 05:10:58.035214
252,84,193,1,55595.5,0.2,44476.4,2025-01-14 20:41:04.827118,2026-01-22 05:30:59.715958
253,84,55,3,58856.84,0.01,174804.81,2025-01-14 20:41:04.827118,2026-01-22 05:30:59.715958
254,84,437,2,21803.88,0.12,38374.83,2025-01-14 20:41:04.827118,2026-01-22 05:30:59.715958
255,84,231,3,45699.42,0.01,135727.28,2025-01-14 20:41:04.827118,2026-01-22 05:30:59.715958
256,85,27,1,60778.87,0.17,50446.46,2024-12-28 11:59:54.743344,2025-03-14 10:40:35.486063
257,85,160,1,63484.16,0.01,62849.32,2024-12-28 11:59:54.743344,2025-03-14 10:40:35.486063
